FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Three-phase Four-Wire Shunt Active Filter to Reduce Voltage and Current Distortions in Distribution Systems,2006,Inglês,XXXII International Conference on Industrial Applications of Electronics,Paris,2006,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Monitoring and Diagnosis in Industrial Systems Using Wireless Sensor Networks,2007,Inglês,IEEE International Symposium on Intelligent Signal Processing,Madrid,2007,"['Savadori, Fabiano and', 'CAMPOS, Mauricio de and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'RECH, Cassiano and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Impact of synchronization methods on the performance of self-excited induction generators,2007,Inglês,9o Congresso Brasileiro de Eletrônica de Potência,Blumenau,2007,"['RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'CAMPOS, Mauricio de and', 'SALVADORI, F. and', 'Gideon and', 'BOLACEL, Julio and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Development of a low cost diagnosis and alerts system for Faults in electronic ups systems using gsm link,2007,Inglês,9o Congresso Brasileiro de Eletrônica de Potência,Blumenau,2007,"['Dambroz, Cleber and', 'CAMPOS, Mauricio de and', 'SALVADORI, F. and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Gideon and', 'Lemos Jacson W. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Comparação de diferentes métodos de sincronização para geradores de indução isolados,2007,Português,CRICTE 2007 - XXII CONGRESSO REGIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA EM ENGENHARIA E VII FEIRA DE PROTÓTIPOS,Passo Fundo-RS,2007,"['FEYH, Andressa R and', 'SILVA, Guilherme Sebastião da and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Desenvolvimento de um sistema de hardware utilizado para o controle de geradores de indução,2007,Português,CRICTE 2007 - XXII CONGRESSO REGIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA EM ENGENHARIA E VII FEIRA DE PROTÓTIPOS,Passo Fundo-RS,2007,"['Schrenk Fernando W. and', 'Vargas, Tadeu and', 'RECH, Cassiano and', 'SALVADORI, F. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Análise do problema de variação de tensão no barramento cc de um conversor multinível npc trifásico a quatro fios,2007,Português,CRICTE 2007 - XXII CONGRESSO REGIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA EM ENGENHARIA E VII FEIRA DE PROTÓTIPOS,Passo Fundo - RS,2007,"['FEYH, Andressa R and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Kalman Filter Based Synchronization Methods,2006,Inglês,37 thPower Electronics Specialist Conference,Jeju,2006,"['CARDOSO, Rafael and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and', 'GRÜNDLIN, H. A. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Optimal Mathematical Model of Hall-effect Sensor,2008,Inglês,EngOpt 2008,Rio de Janeiro,2008,"['Gideon and', 'Borges, Pedro A. P. and', 'SALVADORI, F. and', 'CAMPOS, Mauricio de and', 'RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Performance Analysis of Synchronization Methods for Self-Excited Induction Generators,2008,Inglês,39thPower Electronics Specialists Conference,Rhodes-Grécia,2008,"['RECH, Cassiano and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'CAMPOS, Mauricio de and', 'SALVADORI, F. and', 'Gideon and', 'BOLACEL, Julio and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Utilização de Web Service no Desenvolvimento de um Sistema para Monitoramento e Diagnose de Dispositivos de Potência Através de Telefonia Móvel,2008,Português,XVII Congresso Brasileiro de Automatica,Juiz de Fora - MG,2008,"['PADOIN, Edson and', 'CAMPOS, Mauricio de and', 'Savadori, Fabiano and', 'Sausen, Paulo P. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Gideon and', 'Idalencio, T. A. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,"Sistema Híbrido Para Monitoramento, Diagnose e Detecção de Falhas Em Motores de Indução",2008,Português,VIII Conferencia Internacional de Aplicacoes Industriais,Pocos de Caldas - MG,2008,"['Lemos Jacson W. and', 'Gehrke, Camila and', 'SALVADORI, F. and', 'CAMPOS, Mauricio de and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Oliveira, Alexandre C. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Melhoria da Qualidade de Energia Elétrica Gerada por Micro e Pequenas Centrais Hidrelétricas com a Utilização de Filtros Ativos de Potência,2008,Português,Energia e Alimentos XVI Seminário de Inicia Científica,Ijuí -RS,2008,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'Schrenk Fernando W. and', 'Tischer, Celso B. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Estudo comparativo de métodos de sincronização aplicados a filtros ativos de potência paralelos,2008,Português,XX Salão de Iniciação Científica e XVII Feira de Iniciação Científica da UFRGS,Porto Alegre - RS,2008,"['SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'Tischer, Celso B. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Estudo de Um Controlador de Tempo Mínimo Aplicado a Inversores PWM Utilizados na Regulação de Tensão e na Compensação de Harmônicos em Sistemas de Geração Isolados,2008,Português,VIII Salão de Iniciaçâo Científica Edição Internacional,Uruguaiana -RS,2008,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'SILVA, Guilherme Sebastião da and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Estudo dos Componentes Harmônicos Provenientes de Reatores Eletrônicos,2008,Português,VIII Salão de Iniciaçâo Científica Edição Internacional,Uruguaiana - RS,2008,"['Bender, Vitor C. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Marchesan, Tiago B. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Desenvolvimento de Um Sistema para Aquisição de Corrente Alternada Utilizando Uma Bobina de Rogowski,2008,Português,VIII Salão de Iniciaçâo Científica Edição Internacional,Uruguaiana,2008,"['Schrenk Fernando W. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Dill, Sergio L. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Estudo de geração de Componentes Harmônicos Provenientes de reatores Eletrônicos,2008,Português,XVII Congresso de Iniciação Científica X Encontro de Pós-Graduação,Pelotas - RS,2008,"['Bender, Vitor C. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Marchesan, Tiago B. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Desenvolvimento de uma plataforma didática como ferramenta de ensino em aulas práticas na engenharia elétrica,2008,Português,XX Salão de Iniciação Científica e XVII Feira de Iniciação Científica da UFRGS,Porto Alegre - RS,2008,"['Tischer, Celso B. and', 'SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Estado da arte dos estudos sobre métodos de detecção de faltas de alta impedância em sistemas de distribuição de energia elétrica,2008,Português,XVI Seminario de Iniciação Cientifica XIII Jornada de Pesquisa,Ijuí - RS,2008,"['CAMPOS, Mauricio de and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Marchesan, Tiago B. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,"Estudo de ferramentas html, javascript e css no desenvolvimento de homepage",2008,Português,XVI Seminário de Iniciação Científica XIII Jornada de Pesquisa,Ijuí - RS,2008,"['Kautzmann, Tassiana and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Métodos de sincronização aplicados a filtros ativos de potência paralelos ? um estudo comparativo,2008,Português,XVI Seminário de Iniciação Cientifica XIII Jornada de Pesquisa,Ijuí - RS,2008,"['SILVA, Guilherme Sebastião da and', 'FEYH, Andressa R and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Comparação entre Métodos de Sincronização em Malha Aberta,2006,Português,XXI Congresso de Inicação Científica e tecnológica em Engenharia VI Feira de Protótipos,Ijuí,2006,"['GRIGOLETTO, Felipe Bovolini and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'PINHEIRO, Humberto and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Implementação Prática em Nível de Protótipo de Um Filtro Ativo de Potência Paralelo Trifásico Aplicado na Compensação de harmônicos e Melhoria da Qualidade de Energia,2007,Português,XV Seminário de Iniciação científica,Ijuí,2007,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Voltage regulation and harmonic suppression of a self-excited induction generator under nonlinear loads,2009,Português,10th Brazilian Power Electronics Conference,Bonito - MS,2009,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Lemos, J. W. and', 'RECH, Cassiano and', 'CAMPOS, Mauricio de and', 'Oliveira, Alexandre C. and', 'Jacobina, C. B. and', 'Lima, A. M. N. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Fault detection and diagnosis for stand alone system based on induction generator,2009,Português,10 th Brazilian Power Electronics Conference,Bonito - MS,2009,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Gehrke, Camila and', 'CAMPOS, Mauricio de and', 'SILVA, Guilherme Sebastião da and', 'SALVADORI, F. and', 'Lima, A. M. N. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Modelo matemático para estudo da viabilidade econômica da implantação de biodigestores em propriedades rurais,2009,Português,32º Congresso Nacional de Matemática Aplicada e Computacional,Cuibá - MT,2009,"['Walker, E. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'Leandro, G. V. and', 'BOLACEL, Julio and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Development of a model to study the economic feasibility of using biomass to produce electricity in rural properties,2009,Português,20th International Congress of Mechanical Engineering,Gramado - RS,2009,"['Walker, E. and', 'Leandro, G. V. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Modelagem Matemática de Geradores de Indução Aplicados a Microcentrais Hidrelétricas,2009,Português,XXIII CRICTE E VIII FEIRA DE PROTÓTIPOS,Joinville - SC,2009,"['Roncatto, D. and', 'Bender, Vitor C. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,As Microcentrais Hidrelétricas como uma alternativa eficiente,2009,Português,XXIII CRICTE E VIII FEIRA DE PROTÓTIPOS,Joinville - SC,2009,"['Bender, Vitor C. and', 'Borges, D. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Utilização da ferramenta computacional matlab/simulink para análise de métodos de sincronização aplicados a filtros ativos de potência,2009,Português,XXIII CRICTE E VIII FEIRA DE PROTÓTIPOS,Joinville - SC,2009,"['Tischer, Celso B. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO,Monitoramento Remoto de Servidores em Subestações de Energia Elétrica através de Equipamentos Móveis,2009,Português,Anais/Resumos da 62ª Reunião Anual da SBPC,Manaus - AM,2009,"['Faccin, L. F. and', 'Trojan, A. G. and', 'PADOIN, Edson and', 'Dill, Sergio L. and', 'Sausen, Paulo P. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Avaliando o Desempenho do SGBD PostgreSQL considerando os diferentes sistemas de arquivos,2009,Português,V Escola Regional de Banco de Dados,Ijuí- RS,2009,"['Castanhede, T. and', 'Dill, Sergio L. and', 'PADOIN, Edson and', 'Sausen, Paulo P. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,COMPLETO,Performance Analysis of a Self-excited Induction Generator under Nonlinear Loads used Harmonic Suppression Methods,2009,Português,35th IECON,Porto-Portugal,2009,"['CAMARGO, R. F. and', 'RECH, Cassiano and', 'CAMPOS, Mauricio de and', 'Lemos, J. W. and', 'Oliveira, Alexandre C. and', 'Jacobina, C. B. and', 'Lima, A. M. N. and']"
LATTES,TRAB.EVENTO,9486400043926456,Robinson Figueiredo de Camargo,RESUMO_EXPANDIDO,Desenvolvimento de um circuito eletrônico para comunicação entre DSP e inversor de frequencia,2010,Português,I CICPG,Florianópolis-SC,2010,"['Corte, T. C. D. and', 'Pilla, A. and', 'CAMARGO, R. F. and']"
