FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Educação florestal - Uma proposta regional,1992,Português,7o Congresso Florestal Estadual,Nova Prata,1992,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Educação e meio ambiente,1992,Português,7 Congresso Floresta Estadual - Florestas: Desenvolvimento e Conservação,Nova Prata,1992,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Contribuição ao estudo da germinação da espécie frutífera nativa guabiju (Eugenia pungens),1992,Português,,Nova Prata,1992,"['CARMINATTI, A. F. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'RUFFATTO, R. and', 'GEMIN, S. A. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Horto Florestal da Universidade de Caxias do Sul,1992,Português,,Nova Prata,1992,"['SEGER, Léo and', 'CARMINATTI, A. F. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LONGHI, Rubens Alberto and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Caracterização dos resíduos sólidos domésticos do Município de Bento Gonçalves / RS,1995,Português,III Encontro de Jovens Pesquisadores da universidade de caxias do Sul - Resumos dos trabalhos,Caxias do Sul,1995,"['SILVEIRA, Sandra Cristina and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Proposta de gerenciamento dos resíduos sólidos gerados no Campus Universitário de Caxias do Sul,1995,Português,I Congresso de Educação Ambiental do Cone Sul - II Congresso Brasileiro de Educação Ambiental - V Congresso Estadual de Educação Ecológica (Programa e Resumo dos Trabalhos),Ibirubá,1995,"['TEIXEIRA, C. E. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'FEDRIZZI, C. E. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Estudo da geração de Resíduos Sólidos Domésticos na Cidade de Bento Gonçalves-RS,1995,Português,Simpósio de Ciência e Tecnologia - Resumos dos trabalhos,Caxias do Sul,1995,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LIMA, L. M. Q. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Programa Municipal de Educação Ambiental - Bento Gonçaslves / RS,1995,Português,I Congresso de Educação Ambiental do Cone Sul - II Congresso Brasileiro de Educação Ambiental - V Congresso Estadual de Educação Ecológica (Programa e Resumo dos Trabalhos),Ibirubá,1995,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Ciência e tecnologia na evolução histórico-biológica das relações homem-natureza - A problemática dos resíduos sólidos,1996,Português,Anais do simpósio Nacional de Teoria da Ciência - Diálogo com os Cientistas,Caxias do Sul,1996,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Determinação da Composição Gravimétrica dos Resíduos Sólidos Domésticos da Cidade de Caxias do Sul - RS,1997,Português,II Simpósio de Ciência e Tecnologia - Resumos dos Trabalhos,Caxias do Sul,1997,"['PESSIN, Neide and', 'PANAROTTO, Cláudia Teixeira and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Inventário de resíduos galvânicos na Região Nordeste do Rio Grande do Sul,1998,Português,Resumos dos Trabalhos,Caxias do Sul,1998,"['BETTIN, Fernanda and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Avaliação das Condições de Manejo dos Resíduos Sólidos de Serviços de Saúde em um Ambulatório,1998,Português,Resumos dos trabalhos,Porto Alegre,1998,"['MICHIELIN, T. L. and', 'MANDELLI, S. M. C. and', 'STÉDILLE, Nilva Lúcia Rech and', 'GASTALDELLO, Maria Eugênia Turra and', 'PESSIN, Neide and', 'CLAUS, S. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Formulação de um Modelo para o Gerenciamento de Resíduos Sólidos no Hospital Geral de Caxias do Sul- RS,1999,Português,Programa Oficial - Resumo de Trabalhos,Canela,1999,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'MICHIELIN, T. L. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Gerenciamento de resíduos sólidos em um hospital geral como instrumento de promoção de condições de saúde,1999,Português,"Anais/Resumos, 51 Reunião Anual da SBPC",Porto Alegre,1999,"['STÉDILLE, Nilva Lúcia Rech and', 'GASTALDELLO, Maria Eugênia Turra and', 'MANDELLI, S. M. C. and', 'CLAUS, S. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'MICHIELIN, T. L. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Levantamento das Empresas Potencialmente Geradoras de Resíduos galvânicos na Região Nordeste do Rio Grande do Sul,1999,Português,VII Encontro de Jovens Pesquisadores da UCS - Resumos dos Trabalhos,Caxias do Sul,1999,"['ROSA, A. D. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Caracterização das empresas geradoras de resíduos galvânicos na Região Nordeste do Rio Grande do Sul,1999,Português,VII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,1999,"['BETTIN, Fernanda and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Criação de um Banco de dados para resíduos sólidos industriais utilizando o sistema de gerenciamento de banco de dados Microsoft Access,1999,Português,VII Encontro de Jovens Pesquisadores da UCS - Resumo dos Trabalhos,Caxias do Sul,1999,"['PARISE JÚNIOR, F. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Characterization of Domestic solid Waste in Defining of Managemente Models. Case Study: Bento Gonçalves RS - Brasil,1994,Inglês,Anais do IV Congresso Internacional de Química de La ANQUE,"Puerto de La Cruz, Tenerife",1994,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'LIMA, L. M. Q. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,"Testagem de composto orgânico de lixo utilizando as espécies cereja-do-mato, cinamomo gigante, variedade sempervirens e uva-do-japão",1992,Português,Anais do 7. Congresso Florestal Estadual,Nova Prata,1992,"['CARMINATTI, A. F. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'RUFFATTO, R. and', 'GEMIN, S. A. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Programa de Gerenciamento de Resíduos Sólidos de Serviços de Saúde: Uma Ferramente para o Cuidado com a Saúde e o Meio Ambiente,1999,Português,Anais do X Seminário Nacional de Pesquisa em Enfermagem,Gramado,1999,"['MICHIELIN, T. L. and', 'STÉDILLE, Nilva Lúcia Rech and', 'GASTALDELLO, Maria Eugênia Turra and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'MANDELLI, S. M. C. and', 'CLAUS, S. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Formulação de um modelo para o gerenciamento de resíduos sólidos no Hospital Geral de Caxias do Sul/RS,1999,Português,III Simpósio de Ciência e Tecnologia e III Simpósio de Teoria e História da Ciência,Caxias do Sul,1999,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'MICHIELIN, T. L. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Programa de Gerenciamento de Resíduos Sólidos de Serviços de Saúde: Ferramenta para o Cuidado com a Saúde e o Meio Ambiente,1999,Português,Anais do III Simpósio de Ciência e Tecnologia e III Simpósio de Teoria e História da Ciência - Resumos dos Trabalhos,Caxias do Sul,1999,"['STÉDILLE, Nilva Lúcia Rech and', 'CLAUS, S. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'MANDELLI, S. M. C. and', 'GASTALDELLO, Maria Eugênia Turra and', 'MICHIELIN, T. L. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Inventário de resíduos galvânicos na Região Nordeste do Estado do Rio Grande do Sul,1999,Português,III Simpósio de Ciência e Tecnologia e III Simpósio de Teoria e História da Ciência - Resumos dos Trabalhos,Caxias do Sul,1999,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'PESSIN, Neide and', 'MANDELLI, S. M. C. and', 'BETTIN, Fernanda and', 'ROSA, A. D. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Inventário de Resíduos Galvânicos da Região Nordeste do Rio Grande do Sul,2000,Português,Anais do IX SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental - Trabalhos Técnicos,Porto Seguro,2000,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'BETTIN, Fernanda and', 'PESSIN, Neide and', 'MANDELLI, S. M. C. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Sistematização de Fontes Geradoras de Resíduos Sólidos de Serviços de Saúde como Subsídio para a Proposição de Programas de Gerenciamento em Estabelecimentos de Assistência Primária e Secundária.,2000,Português,Anais do IX SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental - Trabalhos Técnicos,Porto Seguro,2000,"['STÉDILLE, Nilva Lúcia Rech and', 'MANDELLI, S. M. C. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'GASTALDELLO, Maria Eugênia Turra and', 'CLAUS, S. and', 'MICHIELIN, T. L. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,Gerenciamento de Resíduos Sólidos em uma Instituição de Ensino Superior - Estudo de Caso: Universidade de Caxias do Sul,2000,Português,Anais do IX SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambniental - Trabalhos Técnicos,Porto Seguro,2000,"['MANDELLI, S. M. C. and', 'SANTOS, S. F. and', 'SCHMITZ, A. C. and', 'BEAL, Lademir Luiz and', 'PESSIN, Neide and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,COMPLETO,A Gestão dos Recursos Hídricos no RS - Uma Estratégia de Participação da Sociedade Civil,2000,Português,Anais do IX - SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental - Trabalhos Técnicos,Porto Seguro,2000,"['ZORZI, I. and', 'FILIPPINI, A. F. and', 'CÂNEPA, E. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Inventário de Resíduos Galvânicos na Região Nordeste do Estado do Rio Grande do Sul,2000,Português,IX SILUBESA - Resumo dos Trabalhos Técnicos,Porto Seguro,2000,"['SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'BETTIN, Fernanda and', 'PESSIN, Neide and', 'MANDELLI, S. M. C. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Sistematização de Fontes Geradoras de Resíduos Sólidos de Serviços de Saúde como Subsídio para Proposição de Programas de Gerenciamento em Estabelecimentos de Assistência Primária e Secundária,2000,Português,IX SILUBESA - Resumo dos Trabalhos Técnicos,Porto Seguro,2000,"['STÉDILLE, Nilva Lúcia Rech and', 'MANDELLI, S. M. C. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and', 'GASTALDELLO, Maria Eugênia Turra and', 'CLAUS, S. and', 'MICHIELIN, T. L. and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,A Gestão dos Recursos Hídricos no RS - Uma Estratégia de Participação da Sociedade Civil,2000,Português,IX SILUBESA - Resumo dos Trabalhos Técnicos,Porto Seguro,2000,"['ZORZI, I. and', 'FILIPPINI, A. F. and', 'CÂNEPA, E. and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
LATTES,TRAB.EVENTO,9940289333509769,Vania Elisabete Schneider,RESUMO,Gerenciamento de Resíduos Sólidos em uma Instituição de Ensino Superior - Estudo de Caso: Universidade de Caxias do Sul,2000,Português,IX SILUBESA - Resumo dos Trabalhos Técnicos,Porto Seguro,2000,"['MANDELLI, S. M. C. and', 'SANTOS, S. F. and', 'SCHMITZ, A. C. and', 'BEAL, Lademir Luiz and', 'PESSIN, Neide and', 'SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider and']"
