FONTE,TIPO,ID,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,10.1049/iet-gtd:20070281,Kalman filter based synchronisation methods,2008,Português,"IET Generation, Transmission &amp; Distribution (Print)",SEM_DADOS,SEM_DADOS,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'CARDOSO, Rafael and', 'PINHEIRO, Humberto and', 'GRÜNDLING, Hilto Abílio and', 'GRÜNDLIN, H. A. and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,10.1590/S0103-17592008000400010,Impacto de métodos de sincronismo no desempenho de geradores de indução auto-excitados,2008,Português,CONTROLE &amp; AUTOMAÇÃO (IMPRESSO),SEM_DADOS,SEM_DADOS,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'RECH, Cassiano and', 'CAMPOS, Mauricio de and', 'Savadori, Fabiano and', 'Gideon and', 'BOLACEL, Julio and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,,Controle de frequência e tensão de micro centrais hidrelétricas que utilizam geradores de indução auto-excitados com emprego da modelagem não-linear de turbinas hidraúlicas,2012,Português,ELETRÔNICA DE POTÊNCIA (IMPRESSO),SEM_DADOS,SEM_DADOS,"['Scherer, L. G. and', 'CAMARGO, R. F. and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,,Topologia híbrida trifásica a três fios para regulação de tensão em sistemas de geração baseados em gerador de indução autoexcitado,2015,Português,REVISTA ELETRÔNICA DE POTÊNCIA,SEM_DADOS,SEM_DADOS,"['TISCHER, C. B. and', 'Scherer, L. G. and', 'CAMARGO, R. F. and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,10.1049/iet-rpg.2015.0321,Voltage and frequency regulation of standalone self-excited induction generator for micro-hydro power generation using discrete-time adaptive control,2016,Inglês,IET Renewable Power Generation,SEM_DADOS,SEM_DADOS,"['SCHERER, LUCAS GIULIANI and', 'DE CAMARGO, ROBINSON FIGUEIREDO and', 'TAMBARA, RODRIGO VARELLA and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,10.1049/iet-rpg.2016.0857,Proportional-Resonant control applied on voltage regulation of standalone SEIG for micro-hydro power generation,2017,Inglês,IET RENEWABLE POWER GENERATION (ONLINE),SEM_DADOS,SEM_DADOS,"['BECKER TISCHER, CELSO and', 'TIBOLA, JONAS and', 'GIULIANI SCHERER, LUCAS and', 'CAMARGO, ROBINSON and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,10.1016/j.epsr.2017.04.013,Power rating reduction of distribution static synchronous compensator for voltage and frequency regulation of stand-alone self-excited induction generator,2017,Inglês,ELECTRIC POWER SYSTEMS RESEARCH,SEM_DADOS,SEM_DADOS,"['SCHERER, LUCAS GIULIANI and', 'TISCHER, CELSO BECKER and', 'DE CAMARGO, ROBINSON FIGUEIREDO and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,,Topologia Híbrida Trifásica a Três Fios para Regulação de Tensão em Sistemas de Geração Baseados em Gerador de Indução Autoexcitado,2015,Português,Eletrônica de Potência (Impresso),SEM_DADOS,SEM_DADOS,"['TISCHER, C. B. and', 'SCHERER, L. G. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,,Controle de Frequência e Tensão de Micro Centrais Hidrelétricas que Utilizam Gerdores de Indução Auto-excitados com Emprego da Modelagem Não Linear de Turbinas Hidráulicas,2012,Português,Eletrônica de Potência (Impresso),SEM_DADOS,SEM_DADOS,"['SCHERER, L. G. and', 'CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and']"
LATTES,PERIODICO,9486400043926456,Robinson Figueiredo de Camargo,10.1109/TIM.2009.2016882,Monitoring in Industrial Systems Using Wireless Sensor Network with Dynamic Power Management,2009,Inglês,IEEE Transactions on Instrumentation and Measurement,SEM_DADOS,SEM_DADOS,"['CAMARGO, R. F.;Camargo, Robinson Figueiredo de;DE CAMARGO, ROBINSON FIGUEIREDO;CAMARGO, ROBINSON and', 'SALVADORI, F. and', 'CAMPOS, Mauricio de and', 'Sausen, Paulo P. and', 'Gehrke, Camila and', 'RECH, Cassiano and', 'Spohn, Marco A. and', 'Oliveira, Alexandre C. and']"
