FONTE,TIPO,ID,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,6405951782839858,Renato Fileto,,Assessing the Attractiveness of Places with Movement Data,2013,Inglês,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['FURTADO, A. S. and', 'Fileto, R. and', 'RENSO, C. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,SMoT+: Extending the SMoT Algorithm for Discovering Stops in Nested Sites,2014,Inglês,Computing and Informatics,SEM_DADOS,SEM_DADOS,"['Moreno, Francisco and', 'PINEDA, A. and', 'Fileto, R. and', 'BOGORNY, V. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1016/j.ins.2014.09.044,Approximate XML structure validation based on document-grammar tree similarity,2015,Inglês,Information Sciences,SEM_DADOS,SEM_DADOS,"['TEKLI, JOE and', 'CHBEIR, RICHARD and', 'TRAINA, AGMA J.M. and', 'TRAINA, CAETANO and', 'Fileto, Renato and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,Semantic Enrichment and Analysis of Movement Data: Probably it is just Starting!,2015,Inglês,SIGSPATIAL Special,SEM_DADOS,SEM_DADOS,"['Fileto, R. and', 'BOGORNY, V. and', 'MAY, C. and', 'KLEIN, DOUGLAS and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1016/j.datak.2015.07.010,The Baquara2 Knowledge-based Framework for Semantic Enrichment and Analysis of Movement Data,2015,Inglês,Data &amp; Knowledge Engineering,SEM_DADOS,SEM_DADOS,"['Fileto, R. and', 'MAY, C. and', 'RENSO, C. and', 'PELEKIS, N. and', 'KLEIN, DOUGLAS and', 'THEODORIDIS, Y. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,A Method to Detect and Classify Inconsistencies of Moving Objects' Stops with with Requested and Reported Tasks,2015,Inglês,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['SILVA, F. P. and', 'Fileto, R. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,Individual and Group Activity Recognition in Moving Object Trajectories,2017,Português,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['BEBER, M. A. and', 'FERRERO, C. A. and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'BOGORNY, V. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1016/j.eswa.2018.07.047,A text summarization method based on fuzzy rules and applicable to automated assessment,2019,Inglês,EXPERT SYSTEMS WITH APPLICATIONS,SEM_DADOS,SEM_DADOS,"['GOULARTE, FÁBIO BIF and', 'NASSAR, SILVIA MODESTO and', 'Fileto, Renato and', 'SAGGION, HORACIO and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1177/0165551519849514,Capture and visualisation of text understanding through semantic annotations and semantic networks for teaching and learning,2019,Inglês,JOURNAL OF INFORMATION SCIENCE,SEM_DADOS,SEM_DADOS,"['WILLRICH, ROBERTO and', 'MITTMANN, ADIEL and', 'Fileto, Renato and', 'DOS SANTOS, ALCKMAR LUIZ and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1016/j.knosys.2019.105017,Language pattern learning for word sense induction and disambiguation,2020,Português,KNOWLEDGE-BASED SYSTEMS,SEM_DADOS,SEM_DADOS,"['GOULARTE, FÁBIO BIF and', 'SORATO, DANIELLY and', 'NASSAR, SILVIA MODESTO and', 'Fileto, Renato and', 'SAGGION, HORACIO and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1142/S0218213020400023,Short Semantic Patterns: A Linguistic Pattern Mining Approach for Content Analysis Applied to Hate Speech,2020,Inglês,International Journal on Artificial Intelligence Tools,SEM_DADOS,SEM_DADOS,"['SORATO, DANIELLY and', 'GOULARTE, FÁBIO B. and', 'Fileto, Renato and']"
