FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Modelagem Multiagentes de uma Infraestrutura Descentralizada para Aprendizagem Ubíqua,2014,Português,RENOTE. Revista Novas Tecnologias na Educação,SEM_DADOS,SEM_DADOS,"['Barbosa, J. L. V. and', 'OLIVEIRA, J. M. and', 'BARBOSA, D. N. F. and', 'RIGO, SANDRO J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.5753/rbie.2014.22.03.85,REBASS: Recomendação de Objetos de Aprendiza- gem Utilizando Similaridade de Sessões,2015,Português,Revista Brasileira de Informática na Educação,SEM_DADOS,SEM_DADOS,"['WIEDEMANN, T. and', 'Barbosa, J. L. V. and', 'RIGO, S. J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Educação em Engenharia e Mineração de Dados Educacionais: oportunidades para o tratamento da evasão,2014,Português,EaD &amp; Tecnologias Digitais na Educação,SEM_DADOS,SEM_DADOS,"['RIGO, SANDRO J. and', 'Barbosa, J. L. V. and', 'Cambruzzi, w. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Avaliação da Rede Social Educacional de Novo Hamburgo,2014,Português,RENOTE. Revista Novas Tecnologias na Educação,SEM_DADOS,SEM_DADOS,"['SANTOS, M. S. and', 'Barbosa, J. L. V. and', 'RIGO, S. J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Minerando Dados de Desempenho de Alunos de Cursos de Educação Permanente em Modalidade EAD: Um Estudo de Caso sobre Evasão Escolar na UNA-SUS,2014,Português,RENOTE. Revista Novas Tecnologias na Educação,SEM_DADOS,SEM_DADOS,"['COSTA, S. and', 'RIGO, S. J. and', 'CAZELLA, Sílvio and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Modelo de classificação automática de questões na língua portuguesa,2014,Português,RENOTE. Revista Novas Tecnologias na Educação,SEM_DADOS,SEM_DADOS,"['BRAUM, H. and', 'RIGO, S. J. and', 'Barbosa, J. L. V. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Uma Interface de Programação de Aplicativos para análise qualitativa de textos aplicada ao sistema MineraFórum,2014,Português,RENOTE. Revista Novas Tecnologias na Educação,SEM_DADOS,SEM_DADOS,"['BARUFFI, L. L. and', 'RIGO, S. J. and', 'Barbosa, J. L. V. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,DeCom: a Model for Context-aware Competence Management,2015,Português,Computers in Industry,SEM_DADOS,SEM_DADOS,"['Barbosa, J. L. V. and', 'KICH, M. R. and', 'BARBOSA, D. N. F. and', 'KLEIN, A. Z. and', 'RIGO, S. J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Certografia: um corretor ortográfico automático para português e resultados de um estudo de caso aplicado na área jurídica,2015,Português,Revista Brasileira de Computação Aplicada,SEM_DADOS,SEM_DADOS,"['PITTOL, E. and', 'RIGO, S. J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1007/s00779-016-0902-3,A model for learning objects adaptation in light of mobile and context-aware computing,2016,Português,Personal and Ubiquitous Computing (Online),SEM_DADOS,SEM_DADOS,"['ABECH, Márcia and', 'COSTA, C. A. and', 'Barbosa, J. L. V. and', 'RIGO, S. J. and', 'RIGHI, R. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1093/comjnl/bxv092,U-Library: An Intelligent Model for Ubiquitous Library Support,2015,Inglês,Computer Journal (Print),SEM_DADOS,SEM_DADOS,"['VALMORBIDA, WILLIAN and', 'BARBOSA, JORGE LUIS VICTÓRIA and', 'BARBOSA, DÉBORA NICE FERRARI and', 'RIGO, SANDRO JOSÉ and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,THE ROLE OF A COGNITIVE BASED MODEL IN MULTIMODAL INTERACTION SYSTEMS DIALOGUE MANAGEMENT,2016,Inglês,IADIS International Journal on WWWInternet,SEM_DADOS,SEM_DADOS,"['PRATES, J. S. and', 'RIGO, SANDRO JOSÉ and', 'COSTA, C. A. and', 'Barbosa, J. L. V. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.5335/rbca.2015.5559,"Safetrail: um modelo para controle de acesso baseado em perfis, contextos e trilhas",2016,Português,Revista Brasileira de Computação Aplicada,SEM_DADOS,SEM_DADOS,"['SILVEIRA, MARCIO FERREIRA DA and', 'BARBOSA, JORGE LUIS VICTÓRIA and', 'FARIAS, KLEINNER and', 'RIGO, SANDRO and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Dropout Prediction and Reduction in Distance Education Courses with the Learning Analytics Multitrail Approach,2015,Português,Journal of Universal Computer Science (Print),SEM_DADOS,SEM_DADOS,"['Cambruzzi, w. and', 'RIGO, SANDRO JOSÉ and', 'Barbosa, J. L. V. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,RecSim: A Model for Learning Objects Recommendation using Similarity of Sessions.,2016,Português,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,SEM_DADOS,SEM_DADOS,"['WIEDEMANN, T. and', 'Barbosa, J. L. V. and', 'RIGO, S. J. and', 'BARBOSA, D. N. F. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,A food allergy risk detection model based on situation awareness,2016,Português,JOURNAL FOR APPLIED COMPUTING RESEARCH,SEM_DADOS,SEM_DADOS,"['QUEVEDO, N. M. M. and', 'COSTA, C. A. and', 'RIGHI, R. and', 'RIGO, S. J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1007/s10506-017-9203-z,Ontology-based information extraction for juridical events with case studies in Brazilian legal realm,2017,Inglês,ARTIFICIAL INTELLIGENCE AND LAW (DORDRECHT. PRINT),SEM_DADOS,SEM_DADOS,"['DE ARAUJO, DENIS ANDREI and', 'RIGO, SANDRO JOSÉ and', 'BARBOSA, JORGE LUIS VICTÓRIA and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Um Sistema de Recomendação para Professores e Coordenadores de Curso utilizando Predição de Reprovação na Educação a Distância,2017,Português,Revista de Sistemas de Informação da FSMA,SEM_DADOS,SEM_DADOS,"['ALOUISE, A. F. and', 'FERREIRA, J. L. C. and', 'Barbosa, J. L. V. and', 'RIGO, SANDRO and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1097/cin.0000000000000421,A Hospital Bed Allocation Hybrid Model Based on Situation Awareness,2018,Inglês,CIN-COMPUTERS INFORMATICS NURSING,SEM_DADOS,SEM_DADOS,"['GLUBER, M. S. and', 'COSTA, C. A. and', 'RIGO, S. J. and', 'CHIWIACOWSKY, L. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Diagnosis of Learner Dropout Based on Learning Styles for Online Distance Learning,2018,Português,TELEMATICS AND INFORMATICS,SEM_DADOS,SEM_DADOS,"['HEIDRICH, L. and', 'Barbosa, J. L. V. and', 'RIGO, SANDRO JOSÉ and', 'SANTOS, R. and', 'MARTINS, M. G. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1109/jbhi.2018.2836138,Toward a Model for Personal Health Records Interoperability,2018,Português,IEEE Journal of Biomedical and Health Informatics,SEM_DADOS,SEM_DADOS,"['ROEHRS, ALEX and', 'DA COSTA, CRISTIANO ANDRE and', 'RIGHI, RODRIGO DA ROSA and', 'RIGO, SANDRO JOSE and', 'WICHMAN, MATHEUS and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.3844/jcssp.2018.945.956,Enhancing Brazilian Portuguese Textual Entailment Recognition with a Hybrid Approach,2018,Português,JOURNAL OF COMPUTER SCIENCES,SEM_DADOS,SEM_DADOS,"['Silva, Allan de Barcelos and', 'RIGO, SANDRO J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,My TechLife: Desenvolvimento e Avaliação de um Jogo para o Ensino Técnico em Informática,2018,Português,RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO,SEM_DADOS,SEM_DADOS,"['PINHEIRO, D. and', 'BESS, M. and', 'RIGO, SANDRO J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,EDUCAUTISM: Um sistema personalizável para o apoio à educação de criaças diagnosticadas com o transtorno do espectro autista,2018,Português,RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO,SEM_DADOS,SEM_DADOS,"['ANDREIS, I. and', 'RIGO, SANDRO J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.15603/2176-1043/el.v21n2p25-42,O uso de simuladores no auxÃ­lio do ensino-aprendizagem na Enfermagem,2018,Português,EDUCAÇÃO &amp; LINGUAGEM,SEM_DADOS,SEM_DADOS,"['ANTONELI, GABRIELA and', 'ANTUNES, MICHELE and', 'BARROS, PAULO RICARDO MUNIZ and', 'RIGO, SANDRO and', 'CARVALHO, MARIE JANE SOARES and', 'BEZ, MARTA ROSECLER and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1109/tla.2018.8804252,Applying parallelization strategies for inference mechanisms performance improvement,2018,Português,IEEE Latin America Transactions,SEM_DADOS,SEM_DADOS,"['ARAUJO, D. A. and', 'HENTGES, A. and', 'RIGO, SANDRO J. and', 'RIGHI, RODRIGO DA ROSA and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1007/s10723-018-09471-x,"A Survey on Global Management View: Toward Combining System Monitoring, Resource Management, and Load Prediction",2019,Inglês,Journal of Grid Computing,SEM_DADOS,SEM_DADOS,"['RIGHI, R. R. and', 'COSTA, C. A. and', 'RIGO, SANDRO J. and', 'LEHMANN, M. and', 'GOMES, M. M. and', 'NOBRE, J. C. and', 'LENA, M. and', 'MOHR, R. F. and', 'OLIVEIRA, L. R. B. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,,Semantic Textual Similarity on Brazilian Portuguese: An approach based on language-mixture models,2019,Português,Vestnik of Saint Petersburg University,SEM_DADOS,SEM_DADOS,"['LOZKINS, A. and', 'Silva, Allan de Barcelos and', 'OLIVEIRA, L. R. B. and', 'RIGO, SANDRO J. and', 'BURE, V. M. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.3844/jcssp.2019.1378.1389,Distributional Models with Syntactic Contexts for the Measurement of Word Similarity in Brazilian Portuguese,2019,Português,JOURNAL OF COMPUTER SCIENCES,SEM_DADOS,SEM_DADOS,"['BERLITZ, E. E. and', 'ARAUJO, D. A. and', 'BARCELOS, A. and', 'RIGHI, R. R. and', 'RIGO, SANDRO J. and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1007/s10209-019-00697-4,Toward a ubiquitous model to assist the treatment of people with depression,2019,Inglês,Universal Access in the Information Society,SEM_DADOS,SEM_DADOS,"['PETRY, MILENE MARTINI and', 'BARBOSA, JORGE LUIS VICTÓRIA and', 'RIGO, SANDRO JOSÉ and', 'DIAS, LUCAS PFEIFFER SALOMÃO and', 'BÜTTENBENDER, PAULO CÉSAR and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1109/tla.2019.8931205,"MLtool: A Tool to Automate the Construction, Evaluation, and Selection of Machine Learning Models",2019,Português,IEEE Latin America Transactions,SEM_DADOS,SEM_DADOS,"['MENDES, Cassiano and', 'BARCELOS, ALLAN and', 'JOSE RIGO, SANDRO and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.9790/0661-2203030112,High Accuracy of Brain Signals Predictions Using Electroencephalography,2020,Inglês,IOSR JOURNAL OF COMPUTER ENGINEERING,SEM_DADOS,SEM_DADOS,"['SANTOS, C. J. O. and', 'FIGUEIREDO, R. M. and', 'RIGO, SANDRO JOSÉ and']"
LATTES,PERIODICO,3914159735707328,Sandro José Rigo,10.1504/IJWET.2019.105593,A linguistic approach to short sentences keywords identification for a question answering system,2019,Inglês,INTERNATIONAL JOURNAL OF WEB ENGINEERING AND TECHNOLOGY,SEM_DADOS,SEM_DADOS,"['ARAUJO, D. A. and', 'RIGO, SANDRO JOSE and', 'HENTGES, A. and', 'KOCK, B. and']"
